,Age,score_wifi,score_booking,score_location,score_restaurant,score_spa,score_sports,score_checkin,score_local_sites,score_housekeeping,score_overall
85427,40,2,2,4,3,3,3,5,5,3,1
85428,45,4,4,3,4,4,4,2,3,4,2
85429,60,1,1,1,3,5,4,3,4,3,3
85430,48,3,3,3,5,5,5,3,5,3,3
85431,24,2,2,3,3,3,3,4,4,3,1
85432,51,3,3,3,4,3,4,2,4,4,3
85433,46,3,3,4,4,4,4,4,5,4,1
85434,8,3,4,4,1,1,1,4,4,1,0
85435,43,1,2,3,5,5,5,3,4,5,1
85436,39,3,3,3,3,5,5,4,5,3,3
85437,30,2,2,2,4,4,4,4,5,4,3
85438,45,4,1,1,1,4,4,4,4,4,4
85439,24,0,0,4,3,3,3,4,4,3,4
85440,41,5,5,5,2,4,5,5,5,4,3
85441,30,1,1,1,5,5,5,5,5,5,5
85442,23,1,1,3,1,1,1,3,4,1,0
85443,22,2,2,3,2,2,2,2,4,2,1
85444,51,2,2,3,1,2,2,2,2,1,0
85445,64,1,2,2,1,2,2,2,2,3,1
85446,42,3,3,3,1,1,4,1,4,3,4
85447,30,3,3,3,2,2,2,3,4,2,2
85448,49,1,3,1,4,5,4,3,4,3,3
85449,29,1,1,3,2,2,2,3,5,2,2
85450,15,2,0,3,1,1,1,1,3,1,0
85451,39,4,4,2,1,1,1,5,4,1,0
85452,27,2,2,3,3,3,3,3,3,3,2
85453,61,2,2,3,1,1,1,2,4,1,0
85454,18,1,1,3,2,2,2,5,4,2,2
85455,35,2,2,4,3,3,3,5,5,3,1
85456,47,2,2,4,4,4,4,1,4,4,2
85457,36,2,4,4,2,2,2,2,4,2,2
85458,49,2,2,1,4,5,1,4,1,4,1
85459,22,3,3,4,3,3,3,1,4,3,1
85460,62,1,1,3,3,3,3,4,5,3,2
85461,36,2,2,3,2,1,2,5,4,2,1
85462,34,4,3,4,5,1,4,4,4,2,4
85463,61,2,1,3,2,3,5,1,5,1,0
85464,41,1,1,1,2,4,5,3,5,4,3
85465,53,2,2,3,2,5,4,4,4,5,2
85466,32,3,3,3,5,5,5,5,4,5,5
85467,62,2,2,4,2,2,2,4,3,2,2
85468,45,2,3,4,4,3,4,3,3,4,2
85469,31,1,1,1,4,4,4,5,4,4,4
85470,15,2,2,4,5,5,5,1,3,5,1
85471,40,1,5,5,4,2,1,1,1,4,2
85472,48,3,5,3,5,5,5,4,5,4,4
85473,37,2,3,3,1,4,2,3,2,2,2
85474,19,3,3,1,2,5,2,4,2,2,2
85475,67,4,4,3,1,1,1,3,4,1,0
85476,28,3,3,3,2,2,2,5,4,2,3
85477,43,4,3,4,3,4,5,3,5,3,4
85478,57,3,3,3,5,4,4,5,4,3,4
85479,54,1,1,3,4,4,4,3,3,4,2
85480,36,3,1,1,3,3,3,4,4,3,2
85481,42,2,5,4,5,3,2,4,2,3,1
85482,16,2,2,1,2,2,2,4,5,2,1
85483,54,5,3,3,5,5,5,1,2,5,5
85484,44,5,5,5,4,5,4,3,4,5,5
85485,23,3,5,5,3,3,3,3,3,3,1
85486,21,5,5,3,4,4,4,3,2,4,4
85487,33,1,1,4,4,4,4,3,4,4,2
85488,40,2,2,2,5,5,4,3,4,5,5
85489,38,2,2,2,4,4,2,1,2,1,0
85490,59,5,3,5,4,5,5,5,5,5,5
85491,47,2,1,3,3,4,1,5,1,4,1
85492,40,3,4,3,3,4,4,3,4,5,5
85493,10,2,2,1,4,4,4,3,4,4,1
85494,49,2,2,2,4,4,5,5,5,3,4
85495,48,4,3,3,4,4,4,2,4,2,4
85496,38,2,2,5,2,2,2,4,4,2,1
85497,45,5,5,5,1,2,5,5,5,2,3
85498,55,2,5,5,2,2,2,2,4,2,1
85499,49,0,0,1,2,5,4,4,4,4,4
85500,46,2,2,2,4,4,4,3,4,3,4
85501,47,2,2,3,5,3,4,4,4,1,0
85502,11,2,2,3,4,4,4,1,2,4,2
85503,49,2,2,3,3,3,5,1,5,1,0
85504,40,3,3,3,5,2,5,4,3,5,2
85505,60,1,2,2,4,3,1,3,1,3,2
85506,33,2,3,4,2,2,2,4,1,2,2
85507,36,1,1,1,1,5,5,1,5,1,4
85508,40,3,4,4,3,3,3,4,4,3,1
85509,35,4,4,4,1,4,4,4,4,2,4
85510,37,2,4,4,2,2,2,4,4,2,1
85511,7,4,4,4,4,3,4,2,3,4,3
85512,16,4,4,2,4,1,4,5,4,4,1
85513,36,2,2,1,4,4,4,2,4,4,2
85514,53,2,2,2,4,4,4,4,4,5,5
85515,50,1,5,5,1,1,4,1,3,1,0
85516,21,3,4,4,5,5,5,3,1,5,1
85517,59,3,4,4,3,3,3,5,3,3,4
85518,31,3,3,2,3,3,3,3,4,3,2
85519,31,4,4,4,5,5,5,5,4,5,2
85520,25,4,3,4,3,3,3,4,5,3,4
85521,23,3,3,3,5,5,5,3,4,5,2
85522,53,4,4,4,4,5,5,5,5,5,5
85523,60,4,4,4,2,4,4,5,4,5,5
85524,66,1,1,2,4,4,2,3,2,3,2
85525,45,1,1,4,3,3,3,4,4,3,1
85526,35,1,1,1,4,4,3,5,3,5,5
85527,47,1,0,3,1,1,1,4,3,1,0
85528,55,0,0,1,4,4,2,3,2,4,3
85529,47,5,5,5,3,5,4,5,4,5,5
85530,38,3,3,1,4,4,4,4,4,4,2
85531,31,2,4,2,4,4,4,5,4,4,4
85532,54,3,3,5,4,4,4,3,4,4,2
85533,61,5,4,5,4,4,4,4,4,4,3
85534,60,1,0,3,5,2,4,2,4,3,2
85535,63,3,3,2,5,5,5,3,5,5,1
85536,49,4,3,4,4,4,5,5,5,3,3
85537,49,4,4,4,2,5,5,2,5,5,5
85538,55,1,1,1,4,4,5,4,3,4,3
85539,14,3,3,4,4,4,4,2,3,4,1
85540,20,4,4,4,5,5,5,4,3,5,2
85541,44,4,4,2,3,3,3,5,5,3,2
85542,20,4,4,4,1,1,1,3,3,1,3
85543,42,3,5,5,3,4,3,4,3,1,0
85544,48,3,3,3,5,5,2,3,2,3,4
85545,47,1,5,5,2,3,1,4,1,1,0
85546,7,3,5,2,4,4,4,3,2,4,1
85547,29,4,4,4,4,4,4,3,3,4,2
85548,46,1,1,4,5,5,5,3,5,5,2
85549,47,4,4,4,5,4,4,4,4,5,5
85550,55,1,3,3,5,3,1,4,1,4,1
85551,39,2,2,4,3,3,3,5,5,3,1
85552,24,5,5,4,5,5,5,3,4,5,5
85553,24,4,4,4,3,3,3,4,4,3,3
85554,34,4,4,4,5,4,4,3,4,3,4
85555,21,3,3,3,2,2,2,1,4,2,1
85556,56,2,2,2,4,5,5,4,5,3,3
85557,16,2,2,4,4,4,4,3,4,4,1
85558,29,2,2,3,3,3,3,1,2,3,1
85559,22,1,1,3,1,1,1,1,4,1,0
85560,20,2,2,3,1,5,1,3,4,1,0
85561,7,1,1,4,1,3,3,3,4,3,1
85562,50,3,3,2,3,3,3,3,1,3,1
85563,36,2,2,1,3,3,3,4,5,3,2
85564,41,4,4,3,4,4,4,3,1,4,3
85565,32,2,2,2,5,5,5,2,5,5,5
85566,32,4,4,5,3,3,3,3,4,3,3
85567,59,3,3,3,2,2,2,3,4,2,2
85568,38,4,4,2,3,1,3,2,3,3,1
85569,32,3,4,4,3,3,3,4,3,3,1
85570,30,5,5,5,5,5,5,5,5,5,5
85571,54,1,1,1,3,4,4,5,4,3,4
85572,35,3,4,3,1,1,1,1,3,1,0
85573,38,3,3,4,4,4,3,4,3,3,1
85574,51,3,3,5,2,2,2,4,3,2,1
85575,17,3,3,3,5,5,5,3,4,5,5
85576,11,1,1,3,4,3,4,5,5,4,2
85577,36,0,0,1,3,4,1,4,1,4,4
85578,34,4,4,4,2,2,4,3,4,5,5
85579,24,2,4,1,4,4,4,5,4,4,1
85580,20,4,4,4,4,4,4,3,4,4,1
85581,35,3,3,3,3,1,5,4,5,3,4
85582,44,4,2,4,3,4,4,5,4,4,3
85583,53,3,3,3,2,5,4,3,4,3,3
85584,53,2,3,3,5,4,2,1,2,1,0
85585,41,1,5,1,3,4,3,5,3,3,4
85586,49,2,1,1,1,4,2,4,2,3,2
85587,57,1,3,3,2,4,1,2,1,1,0
85588,23,4,3,1,1,1,1,4,5,1,4
85589,22,3,4,3,3,4,3,1,3,3,1
85590,23,4,4,4,3,3,3,2,3,3,1
85591,24,1,1,3,5,5,5,4,4,5,2
85592,20,0,0,4,5,5,5,4,5,5,5
85593,47,3,2,2,2,3,3,1,3,1,0
85594,32,3,3,3,5,5,5,3,5,5,1
85595,42,5,5,1,2,2,2,3,4,2,4
85596,58,5,5,5,5,5,4,5,4,5,5
85597,39,2,2,2,3,5,4,3,4,3,3
85598,47,4,4,4,4,4,5,4,5,4,3
85599,69,4,5,4,4,1,5,4,5,4,3
85600,47,1,1,4,3,3,3,1,4,3,2
85601,39,5,5,3,2,2,2,4,4,2,4
85602,36,1,1,1,2,2,5,5,5,5,5
85603,60,2,2,2,5,4,2,4,2,4,1
85604,48,3,2,2,4,3,3,2,3,3,1
85605,40,2,2,2,5,5,4,3,4,4,4
85606,41,1,1,1,4,4,4,3,5,4,2
85607,60,4,4,4,4,4,5,4,3,4,3
85608,19,2,2,3,3,3,3,5,4,3,1
85609,14,4,4,3,3,3,3,3,3,3,1
85610,40,4,4,4,5,5,4,3,4,4,3
85611,65,3,2,2,2,2,2,4,1,2,1
85612,39,3,3,4,4,2,4,4,5,4,3
85613,25,2,2,4,5,5,5,4,4,5,2
85614,35,5,3,3,5,5,5,5,3,5,5
85615,80,5,1,1,3,3,3,2,2,3,3
85616,60,4,5,5,3,3,4,4,4,4,4
85617,24,0,0,4,2,2,2,5,5,2,3
85618,15,3,0,2,4,4,4,2,2,4,1
85619,51,1,1,3,2,2,2,5,5,2,1
85620,45,5,5,5,2,4,5,3,5,3,4
85621,68,2,0,4,2,5,3,5,3,4,1
85622,33,1,3,1,5,5,5,3,5,5,5
85623,9,2,2,5,1,2,1,2,3,1,0
85624,48,3,3,2,3,3,3,3,4,3,1
85625,23,2,2,4,5,5,5,2,4,5,1
85626,12,2,3,3,2,2,2,4,3,2,2
85627,49,3,3,3,4,4,5,4,5,4,3
85628,56,1,1,1,2,4,4,5,4,3,4
85629,43,4,2,2,2,4,4,2,4,4,2
85630,51,1,1,1,4,4,4,4,3,4,3
85631,47,4,3,3,3,5,3,5,5,3,2
85632,25,3,3,4,3,2,3,1,3,3,2
85633,61,5,5,3,5,5,5,3,4,5,5
85634,37,3,3,3,2,4,5,3,5,5,5
85635,58,0,0,4,1,3,1,5,1,2,4
85636,25,2,2,5,2,3,2,2,2,2,1
85637,48,3,3,4,3,3,3,2,4,3,2
85638,38,4,1,2,4,4,4,5,2,4,4
85639,53,1,1,1,3,5,5,3,5,5,5
85640,37,4,4,3,1,1,1,4,3,1,0
85641,38,2,2,2,1,4,4,1,4,3,3
85642,48,2,3,3,5,2,2,5,2,3,3
85643,47,2,1,1,1,3,2,1,2,3,2
85644,34,2,2,3,3,2,3,1,4,3,2
85645,64,1,5,5,1,3,1,1,1,2,1
85646,41,2,3,3,2,4,2,2,2,4,1
85647,48,3,1,1,3,3,1,3,2,3,2
85648,70,3,3,1,3,4,4,5,4,3,1
85649,28,2,2,2,2,2,2,5,1,2,4
85650,52,2,2,2,4,4,2,3,2,4,4
85651,41,3,4,3,2,4,5,5,5,4,3
85652,38,3,5,3,5,4,3,2,3,1,0
85653,42,3,3,3,5,4,4,5,4,4,3
85654,58,2,1,3,3,5,3,4,3,5,2
85655,32,5,4,5,5,5,5,3,4,5,5
85656,47,4,4,4,4,4,5,5,5,4,4
85657,17,4,4,4,2,2,2,1,3,2,2
85658,39,3,3,3,3,4,4,5,4,3,4
85659,38,5,4,4,5,5,5,1,2,5,5
85660,24,5,5,4,1,1,1,5,4,1,3
85661,40,2,2,3,3,3,3,4,4,3,2
85662,69,2,2,2,1,1,1,3,4,1,0
85663,22,4,4,3,3,4,3,2,4,3,2
85664,40,2,2,4,2,2,1,2,4,2,2
85665,10,3,3,4,2,2,2,5,4,2,1
85666,24,5,3,5,2,2,2,5,3,2,3
85667,43,4,2,2,4,4,3,4,3,4,3
85668,36,3,3,4,5,5,5,2,4,5,2
85669,40,4,4,4,5,5,5,3,4,5,5
85670,34,3,3,3,5,4,5,3,5,5,2
85671,32,2,2,3,1,1,1,4,4,1,0
85672,54,1,3,5,5,2,1,4,1,4,2
85673,52,4,4,4,4,4,4,3,4,3,3
85674,51,3,3,3,2,2,2,3,4,2,1
85675,43,1,5,5,5,3,2,2,2,3,1
85676,24,3,3,2,5,2,5,4,3,5,1
85677,40,2,2,3,1,1,1,4,5,1,0
85678,16,1,1,3,4,4,4,2,3,4,1
85679,49,5,5,5,5,4,5,3,5,4,4
85680,20,0,0,3,3,3,3,2,3,3,3
85681,46,4,4,4,4,5,5,4,5,3,4
85682,45,1,2,2,1,1,1,2,3,1,0
85683,26,1,1,3,1,1,2,1,1,1,0
85684,32,1,1,4,4,4,4,4,5,4,1
85685,23,1,1,1,4,4,4,4,3,4,4
85686,44,1,1,4,2,2,2,1,3,2,1
85687,58,2,2,2,3,5,4,5,4,5,2
85688,39,1,1,5,3,3,3,3,4,3,1
85689,9,0,0,4,3,3,3,4,4,3,3
85690,35,1,5,5,1,3,5,2,5,2,2
85691,14,1,1,2,5,5,5,5,5,5,2
85692,24,2,0,1,5,5,5,5,4,5,1
85693,45,3,2,4,3,5,1,3,1,5,1
85694,13,4,4,4,5,1,5,5,2,5,1
85695,20,2,2,4,4,4,4,4,4,4,1
85696,23,2,1,4,4,4,4,1,4,4,2
85697,52,1,1,1,3,4,5,5,5,3,3
85698,39,2,2,2,4,5,4,4,4,4,4
85699,18,1,1,1,2,5,2,4,1,2,1
85700,26,3,3,5,1,1,1,3,5,1,0
85701,45,3,4,4,2,4,3,2,3,2,2
85702,40,2,2,2,2,2,2,3,5,2,2
85703,45,3,3,3,5,4,4,5,4,5,5
85704,42,5,5,5,3,4,4,3,4,3,3
85705,31,4,4,2,5,5,5,5,5,5,1
85706,47,0,0,3,3,4,4,5,4,4,3
85707,21,5,5,5,4,4,4,4,2,4,3
85708,16,4,4,4,5,5,5,5,4,5,5
85709,44,5,5,5,1,1,5,4,5,5,5
85710,55,4,4,5,3,1,3,4,4,3,1
85711,50,1,1,1,3,5,4,4,4,3,3
85712,50,2,2,4,1,3,3,4,3,4,1
85713,7,1,1,2,4,4,4,4,4,4,1
85714,53,2,3,2,4,4,2,5,2,5,1
85715,55,1,1,1,4,5,5,4,5,3,4
85716,32,5,5,5,5,5,5,3,4,5,5
85717,52,2,2,2,4,4,5,4,5,5,5
85718,24,5,5,2,2,2,2,3,3,2,3
85719,21,4,4,3,4,4,4,2,3,4,4
85720,27,3,4,3,4,4,4,4,4,4,4
85721,17,2,2,4,4,4,4,4,5,4,2
85722,48,2,2,2,3,5,5,4,5,5,5
85723,42,1,1,1,4,5,4,3,4,5,5
85724,58,4,5,4,3,5,5,4,5,5,5
85725,46,4,4,4,4,5,4,3,4,4,3
85726,26,2,5,5,2,2,2,1,3,2,1
85727,59,2,2,2,2,4,4,5,4,5,5
85728,44,3,3,3,2,4,5,3,5,5,1
85729,40,2,2,4,1,1,1,1,3,1,0
85730,26,4,3,1,3,1,4,1,3,1,4
85731,51,3,3,1,1,1,1,3,5,1,0
85732,46,2,3,3,3,3,2,3,2,1,0
85733,49,3,3,3,4,5,4,3,4,4,4
85734,61,4,4,2,3,5,3,5,3,3,1
85735,25,4,4,1,2,2,2,3,4,2,1
85736,55,4,3,3,4,4,4,4,3,4,1
85737,22,3,3,1,5,5,5,3,4,5,1
85738,56,4,4,3,3,3,3,5,4,3,4
85739,49,4,3,3,4,4,4,1,3,4,4
85740,61,0,0,4,4,3,3,4,3,5,5
85741,60,2,2,2,2,2,2,3,3,2,2
85742,39,4,3,3,4,4,4,3,2,4,3
85743,51,2,1,2,3,3,3,5,5,3,2
85744,36,4,4,4,4,4,4,3,2,4,1
85745,26,2,2,1,2,3,2,2,4,2,1
85746,51,3,2,3,2,4,4,3,4,4,3
85747,30,2,2,1,2,2,2,5,5,2,1
85748,42,2,2,2,3,5,5,4,5,4,3
85749,54,4,3,3,5,2,4,2,4,1,0
85750,17,3,3,3,5,5,5,3,3,5,2
85751,20,3,3,4,2,2,2,5,4,2,2
85752,29,2,5,5,2,2,2,1,3,2,1
85753,49,5,2,5,5,5,4,5,4,4,4
85754,41,2,2,3,2,1,2,3,5,2,1
85755,40,5,5,5,2,5,5,5,5,3,4
85756,56,1,1,1,4,4,5,3,5,5,5
85757,40,4,3,3,4,4,4,3,1,4,4
85758,47,3,3,2,5,5,4,3,4,3,1
85759,33,3,3,3,4,4,4,2,4,4,2
85760,31,2,2,3,5,1,5,5,5,5,1
85761,42,3,5,5,5,3,3,2,3,1,0
85762,11,5,5,3,5,5,5,3,4,5,5
85763,56,3,3,3,5,4,5,3,5,5,5
85764,46,1,1,3,5,4,3,1,3,2,2
85765,46,3,3,3,5,4,3,2,3,2,2
85766,32,5,5,5,4,4,4,3,4,4,4
85767,46,1,1,1,4,4,5,5,5,4,4
85768,37,5,5,5,5,5,4,3,4,3,4
85769,24,2,2,2,4,4,4,4,4,4,2
85770,45,2,3,3,2,2,2,2,4,2,1
85771,56,2,2,2,2,2,2,1,4,2,2
85772,56,4,5,3,3,4,4,1,4,3,4
85773,28,2,2,2,2,2,2,5,4,2,4
85774,27,2,2,4,2,4,2,3,3,2,2
85775,53,4,4,3,3,3,3,3,3,3,2
85776,38,4,4,4,4,5,5,5,5,4,3
85777,19,2,2,4,3,3,3,1,4,3,2
85778,50,1,4,4,3,2,1,4,1,3,2
85779,59,5,5,4,4,4,2,1,2,2,3
85780,52,1,1,1,5,5,4,3,4,3,4
85781,11,3,3,3,2,2,2,3,5,2,1
85782,69,4,1,1,4,4,4,3,3,4,3
85783,55,2,2,5,5,5,3,5,3,2,1
85784,40,1,1,4,5,5,5,3,5,5,1
85785,49,3,3,1,5,5,3,5,3,5,1
85786,22,5,2,2,5,4,5,4,3,5,5
85787,46,5,5,5,4,4,5,3,5,3,3
85788,27,2,2,2,2,2,2,3,3,2,2
85789,36,3,5,5,2,3,3,1,3,3,1
85790,58,5,5,5,5,4,3,5,3,4,4
85791,22,1,1,5,4,2,4,4,5,4,2
85792,51,1,1,1,3,5,4,4,4,5,5
85793,54,2,2,3,5,5,2,5,2,4,1
85794,42,4,4,4,3,2,5,1,5,2,4
85795,45,1,1,1,2,5,5,4,5,3,3
85796,26,2,3,2,4,4,4,3,2,4,4
85797,56,4,4,4,5,5,4,3,4,3,3
85798,41,3,5,5,2,2,2,1,4,2,1
85799,47,3,3,1,5,4,5,5,5,4,2
85800,43,2,2,2,4,4,5,4,5,3,4
85801,22,3,2,2,3,3,3,1,2,3,2
85802,75,4,5,5,2,1,4,5,4,2,3
85803,34,1,1,4,1,1,3,1,4,1,0
85804,22,0,0,2,3,3,3,1,2,3,3
85805,39,3,3,4,1,3,2,4,2,2,1
85806,53,5,5,5,2,4,5,5,5,5,5
85807,31,2,2,5,5,3,5,2,3,5,1
85808,53,1,1,1,3,3,5,2,5,2,4
85809,68,5,5,3,4,1,5,5,5,2,3
85810,59,1,4,5,2,3,1,3,1,1,0
85811,30,0,1,3,4,4,4,5,5,4,4
85812,32,3,3,3,2,5,2,5,5,2,2
85813,65,3,3,3,1,3,4,4,4,2,1
85814,22,5,5,2,3,3,3,4,5,3,4
85815,45,4,3,3,4,4,4,4,3,4,2
85816,51,3,3,2,3,5,3,5,3,5,2
85817,53,5,5,5,5,5,5,3,2,5,5
85818,26,3,3,3,3,2,3,3,3,3,2
85819,19,1,1,1,5,5,5,3,4,5,1
85820,40,1,1,1,3,4,5,5,5,3,4
85821,63,2,2,2,3,3,3,3,3,3,3
85822,60,1,1,1,4,2,4,3,4,2,2
85823,44,5,5,5,4,5,4,4,4,3,3
85824,19,2,3,4,4,4,4,5,5,4,1
85825,48,1,1,3,3,4,2,5,2,3,2
85826,55,1,5,5,2,4,1,4,1,1,0
85827,66,1,1,4,2,4,4,5,4,4,1
85828,34,5,5,4,5,5,5,1,3,5,5
85829,69,2,2,1,3,4,2,5,2,4,1
85830,51,4,3,3,4,3,4,2,4,1,0
85831,35,2,2,4,4,4,4,4,4,4,2
85832,47,1,2,2,5,5,5,4,5,5,2
85833,22,1,1,1,4,4,4,4,4,4,4
85834,41,3,4,4,3,3,3,1,3,3,1
85835,45,3,3,3,3,4,3,4,3,5,2
85836,12,4,4,4,4,2,3,2,3,2,2
85837,30,2,2,3,1,1,1,5,4,1,0
85838,47,2,2,2,4,3,2,3,2,1,0
85839,12,5,5,3,5,4,3,4,3,4,4
85840,27,5,5,5,1,1,1,5,3,1,4
85841,44,2,2,3,1,1,1,3,5,1,0
85842,17,3,2,2,2,3,1,3,3,3,2
85843,56,2,2,2,3,4,2,4,2,4,1
85844,70,1,1,1,1,1,1,1,4,1,0
85845,47,5,5,5,5,5,5,5,3,5,5
85846,46,3,2,2,3,3,3,3,4,3,1
85847,39,3,3,1,2,2,2,3,5,2,1
85848,50,1,1,1,2,4,5,3,5,5,5
85849,15,2,5,4,3,3,3,5,4,3,2
85850,39,3,1,1,3,3,3,2,3,3,1
85851,45,1,1,1,4,1,5,3,5,4,3
85852,66,5,5,5,2,2,2,4,5,2,4
85853,27,3,3,3,2,2,2,3,4,2,1
85854,29,4,4,4,1,1,1,1,4,1,0
85855,56,4,5,5,2,2,4,3,4,3,2
85856,45,2,2,2,5,5,4,5,4,5,5
85857,48,1,1,1,4,5,4,4,4,4,4
85858,41,2,2,4,2,1,2,5,4,2,1
85859,24,4,4,1,4,4,4,5,4,4,4
85860,40,5,3,5,2,4,5,5,5,5,5
85861,19,1,1,5,4,4,4,1,1,4,2
85862,31,4,3,3,4,4,4,1,2,4,3
85863,20,4,4,4,5,5,5,3,4,5,5
85864,35,4,4,4,4,4,4,3,5,4,2
85865,14,2,2,2,4,4,4,3,2,4,1
85866,16,5,5,5,5,2,5,4,4,5,5
85867,38,1,1,1,3,3,3,2,4,3,2
85868,57,2,3,3,4,3,2,1,2,2,2
85869,24,1,1,2,4,4,4,3,2,4,2
85870,10,3,3,2,4,4,4,5,4,4,1
85871,15,3,3,5,3,3,3,3,5,3,2
85872,30,2,5,5,2,2,2,1,4,2,1
85873,29,1,1,5,3,1,3,4,5,3,2
85874,61,4,5,5,2,3,5,4,5,2,2
85875,62,2,2,4,3,3,3,3,4,3,2
85876,48,5,5,3,4,4,4,4,4,4,4
85877,24,1,1,3,1,1,1,2,4,1,0
85878,16,4,4,2,1,1,1,3,1,1,0
85879,41,1,2,1,3,5,5,5,5,4,4
85880,42,4,4,4,3,3,3,3,4,3,4
85881,51,3,3,5,2,2,2,3,5,2,1
85882,36,3,3,3,2,2,4,1,4,5,5
85883,50,3,3,3,4,4,2,4,2,5,5
85884,38,3,3,3,3,3,3,1,3,3,1
85885,24,2,2,1,4,4,4,2,1,4,2
85886,29,3,4,4,3,3,3,3,3,3,1
85887,44,5,3,5,5,5,5,3,5,4,3
85888,38,2,2,4,4,4,4,1,3,4,2
85889,52,5,5,5,5,5,3,5,3,5,5
85890,28,1,1,3,2,2,2,3,1,2,2
85891,25,0,0,2,4,1,4,4,2,4,3
85892,69,4,4,2,2,2,2,1,3,2,3
85893,34,3,3,3,2,1,5,3,5,2,4
85894,39,1,1,1,2,4,4,4,4,3,4
85895,18,2,1,4,5,3,5,4,4,5,1
85896,28,3,3,3,3,3,3,3,4,3,2
85897,33,2,1,4,3,3,3,2,4,3,1
85898,63,2,3,5,4,4,1,4,1,4,2
85899,39,1,1,1,4,5,5,3,5,4,4
85900,34,1,2,1,5,5,3,5,4,5,5
85901,34,3,3,3,1,4,4,5,4,2,4
85902,60,2,2,3,5,5,5,4,4,5,2
85903,43,4,4,4,3,4,3,5,3,3,3
85904,52,1,1,1,3,4,5,4,5,3,3
85905,57,2,2,2,4,5,2,3,2,4,2
85906,39,2,2,2,4,4,4,5,5,4,2
85907,60,0,0,2,4,5,4,3,4,3,4
85908,41,4,4,4,3,5,5,3,5,3,4
85909,29,1,1,4,2,1,2,1,4,2,2
85910,42,1,1,1,3,4,4,4,4,3,4
85911,55,2,2,2,4,5,4,3,4,4,3
85912,46,4,4,2,5,5,4,5,4,5,5
85913,56,0,0,2,5,4,1,4,1,4,3
85914,55,0,0,2,4,3,5,1,5,2,4
85915,34,3,2,2,3,3,3,2,4,3,2
85916,45,4,4,4,4,4,4,4,5,4,4
85917,20,3,3,1,3,3,3,3,1,3,1
85918,76,4,4,4,4,4,4,1,2,4,1
85919,53,2,2,3,2,4,5,4,5,2,2
85920,44,3,3,3,2,4,5,4,5,3,4
85921,35,2,3,3,3,3,2,4,2,3,2
85922,23,2,2,2,2,2,2,1,4,2,1
85923,47,1,0,3,5,4,1,4,1,4,1
85924,26,2,2,4,1,1,1,3,3,1,0
85925,40,5,5,4,3,3,3,4,3,3,3
85926,39,2,2,2,2,4,3,5,3,3,3
85927,36,4,3,3,4,4,4,5,1,4,4
85928,51,4,5,5,3,5,4,4,4,2,3
85929,37,1,1,4,1,1,1,3,3,1,0
85930,50,3,3,3,5,5,5,5,4,5,1
85931,31,4,3,4,3,3,3,4,4,3,4
85932,41,2,2,2,2,4,4,5,4,5,5
85933,48,4,4,4,4,4,4,4,4,4,3
85934,46,3,5,3,5,5,5,4,5,4,3
85935,58,3,4,4,2,3,3,4,3,2,2
85936,27,3,3,1,1,1,1,4,4,1,0
85937,60,2,2,3,2,4,4,4,3,4,2
85938,56,4,4,4,5,5,4,4,4,5,5
85939,25,4,4,3,5,5,5,5,5,5,5
85940,59,3,3,3,5,4,5,5,5,4,1
85941,17,1,1,2,5,5,5,3,4,5,1
85942,34,2,2,2,2,2,2,1,4,2,1
85943,69,4,4,1,3,5,3,3,3,5,1
85944,21,2,2,4,3,3,3,3,4,3,2
85945,42,1,1,1,3,4,3,3,3,3,3
85946,26,5,4,4,1,3,1,4,4,1,4
85947,11,1,1,4,3,3,3,4,3,3,2
85948,21,2,2,4,5,5,5,1,3,5,1
85949,12,3,3,1,3,3,3,3,4,3,1
85950,60,1,1,1,4,5,5,3,5,5,2
85951,33,2,2,4,3,3,3,4,4,3,1
85952,52,5,5,5,2,4,4,3,4,3,4
85953,58,2,2,4,4,2,5,2,5,2,2
85954,38,4,5,5,4,4,4,4,4,4,2
85955,51,5,5,5,5,4,4,3,4,4,3
85956,56,2,1,1,1,5,2,1,2,3,4
85957,54,1,1,1,2,5,4,5,4,2,4
85958,51,4,5,5,4,4,4,5,4,4,4
85959,37,3,3,4,2,2,2,5,4,2,1
85960,40,3,3,5,5,5,5,5,4,5,1
85961,45,1,1,4,5,5,5,1,4,5,1
85962,39,2,5,2,3,4,2,5,2,5,5
85963,24,5,5,5,5,4,5,5,4,5,5
85964,42,3,5,5,1,2,3,5,3,1,3
85965,17,3,3,4,1,1,1,3,4,1,0
85966,39,2,3,2,5,5,4,4,4,5,5
85967,58,4,4,4,2,5,4,5,4,4,3
85968,46,5,3,5,5,4,5,1,5,5,5
85969,28,1,1,1,5,5,5,5,4,5,5
85970,64,0,0,3,0,3,1,3,2,3,3
85971,38,2,2,2,4,4,4,3,4,4,1
85972,27,5,5,3,4,4,4,5,4,4,4
85973,42,5,5,5,3,5,4,3,4,5,5
85974,30,3,2,3,4,3,4,4,4,4,2
85975,24,3,3,3,5,5,5,3,2,5,5
85976,17,3,3,2,5,5,5,4,5,5,1
85977,34,4,4,4,4,4,4,5,4,4,4
85978,29,1,1,1,5,5,5,3,4,5,5
85979,33,4,4,4,4,4,4,2,1,4,4
85980,33,1,1,4,4,4,4,5,5,4,2
85981,55,4,4,4,4,4,4,4,4,4,4
85982,41,4,4,4,5,5,4,3,4,4,3
85983,40,2,2,2,3,5,4,3,4,5,5
